Name,Address,Rating,Website,Price Level,City,State,Website_name
Monarch Restaurant,"205 N Akard St, Dallas, TX 75201, Dallas, TX 75202, USA",4.3,http://www.monarchrestaurants.com/,4,Dallas,TX,http://www.monarchrestaurants.com/
Meddlesome Moth,"1621 Oak Lawn Ave, Dallas, TX 75207, USA",4.5,http://www.mothinthe.net/,2,Dallas,TX,http://www.mothinthe.net/
Pecan Lodge,"2702 Main St, Dallas, TX 75226, USA",4.5,http://www.pecanlodge.com/,2,Dallas,TX,http://www.pecanlodge.com/
Shivas Bar and Grill,"1001 Ross Ave #132, Dallas, TX 75202, USA",4.9,http://www.shivasbarandgrill.com/,2,Dallas,TX,http://www.shivasbarandgrill.com/
Wild Salsa,"1800 Main St, Dallas, TX 75201, USA",4.6,http://www.wildsalsarestaurant.com/,2,Dallas,TX,http://www.wildsalsarestaurant.com/
3Eleven Kitchen and Cocktails,"311 N Market St # 100, Dallas, TX 75202, USA",4.8,https://3elevendallas.com/,2,Dallas,TX,https://3elevendallas.com/
Dick's Last Resort - Dallas,"2211 N Lamar St, Dallas, TX 75201, USA",4.2,https://dickslastresort.com/locations/,2,Dallas,TX,https://dickslastresort.com/locations/
Doc B's Restaurant,"2021 McKinney Ave #190, Dallas, TX 75201, USA",4.5,https://docbsrestaurant.com/locations/dallas,2,Dallas,TX,https://docbsrestaurant.com/locations/dallas
Hawkers Asian Street Food,"2800 Main St, Dallas, TX 75226, USA",4.8,https://eathawkers.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,2,Dallas,TX,https://eathawkers.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ
Kitchen + Kocktails,"1933 Elm St, Dallas, TX 75201, USA",4.6,https://kitchenkocktailsusa.com/,2,Dallas,TX,https://kitchenkocktailsusa.com/
Moxies Dallas Uptown Restaurant,"100 Crescent Ct, Dallas, TX 75201, USA",4.3,https://moxies.com/restaurants/dallas-crescent-court?utm_source=GMB&utm_medium=google-location-listing&utm_campaign=organic,2,Dallas,TX,https://moxies.com/restaurants/dallas-crescent-court?utm_source=GMB&utm_medium=google-location-listing&utm_campaign=organic
Perry's Steakhouse & Grille,"2100 Olive St Suite #100, Dallas, TX 75201, USA",4.5,https://perryssteakhouse.com/locations/tx/dallas/park-district/,3,Dallas,TX,https://perryssteakhouse.com/locations/tx/dallas/park-district/
Stillwell's,"2575 McKinnon St, Dallas, TX 75201, USA",4.3,https://stillwellsdallas.com/,1,Dallas,TX,https://stillwellsdallas.com/
STK Steakhouse,"2000 McKinney Ave, Dallas, TX 75201, USA",4.5,https://stksteakhouse.com/venues/dallas/,4,Dallas,TX,https://stksteakhouse.com/venues/dallas/
The Exchange Food Hall,"211 S Akard St, Dallas, TX 75202, USA",4.5,https://theexchangehall.com/,2,Dallas,TX,https://theexchangehall.com/
Mister Charles,"3219 Knox St Suite 170, Dallas, TX 75205, USA",4.6,https://themistercharles.com/,1,Dallas,TX,https://themistercharles.com/
The Rustic,"3656 Howell St, Dallas, TX 75204, USA",4.3,https://therustic.com/,2,Dallas,TX,https://therustic.com/
Truluck's,"2401 McKinney Ave, Dallas, TX 75201, USA",4.6,https://trulucks.com/locations/dallas-texas/,4,Dallas,TX,https://trulucks.com/locations/dallas-texas/
Uchi Dallas,"2817 Maple Ave, Dallas, TX 75201, USA",4.7,https://uchi.uchirestaurants.com/location/dallas/,4,Dallas,TX,https://uchi.uchirestaurants.com/location/dallas/
City Hall Bistro,"1321 Commerce St, Dallas, TX 75202, USA",4.5,https://www.adolphus.com/restaurants-bars/city-hall-bistro?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp,2,Dallas,TX,https://www.adolphus.com/restaurants-bars/city-hall-bistro?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp
Campisi's,"1520 Elm St #111, Dallas, TX 75201, USA",4,https://www.campisis.us/,2,Dallas,TX,https://www.campisis.us/
Campisi's,"5610 E Mockingbird Ln, Dallas, TX 75206, USA",4.4,https://www.campisis.us/,2,Dallas,TX,https://www.campisis.us/
Chefika,"7859 Walnut Hill Ln Ste 170, Dallas, TX 75230, USA",4.8,https://www.chefikadallas.com/,2,Dallas,TX,https://www.chefikadallas.com/
Chet's Dallas,"208 N Market St, Dallas, TX 75202, USA",4.8,https://www.chetsdallas.com/,2,Dallas,TX,https://www.chetsdallas.com/
Dakota's Steakhouse,"600 N Akard St, Dallas, TX 75201, USA",4.5,https://www.dakotasrestaurant.com/,4,Dallas,TX,https://www.dakotasrestaurant.com/
Dragonfly,"2332 Leonard St, Dallas, TX 75201, USA",4.5,https://www.hotelzaza.com/dallas/dining/dragonfly,3,Dallas,TX,https://www.hotelzaza.com/dallas/dining/dragonfly
La Stella Cucina Verace,"2330 Flora St #150, Dallas, TX 75201, USA",4.9,https://www.lastellatx.com/,2,Dallas,TX,https://www.lastellatx.com/
Mercat Bistro,"2501 N Harwood St Suite 225, Dallas, TX 75201, USA",4.4,https://www.mercatbistro.com/,2,Dallas,TX,https://www.mercatbistro.com/
MIRADOR,"1608 Elm St, Dallas, TX 75201, USA",4.7,https://www.mirador-dallas.com/,2,Dallas,TX,https://www.mirador-dallas.com/
Montage,"800 N Harwood St, Dallas, TX 75201, USA",4.4,https://www.montagerestaurantdallas.com/,1,Dallas,TX,https://www.montagerestaurantdallas.com/
Nobu Dallas,"400 Crescent Ct, Dallas, TX 75201, USA",4.3,https://www.noburestaurants.com/dallas/home/?utm_source=google&utm_medium=Yext,4,Dallas,TX,https://www.noburestaurants.com/dallas/home/?utm_source=google&utm_medium=Yext
North Italia,"2301 N Akard St Ste 280, Dallas, TX 75201, USA",4.4,https://www.northitalia.com/locations/dallas-tx-uptown/,2,Dallas,TX,https://www.northitalia.com/locations/dallas-tx-uptown/
Ocean Prime,"2101 Cedar Springs Rd #150, Dallas, TX 75201, USA",4.6,https://www.ocean-prime.com/locations-menus/dallas,3,Dallas,TX,https://www.ocean-prime.com/locations-menus/dallas
Texas Spice,"555 S Lamar St, Dallas, TX 75202, USA",4.3,https://www.omnihotels.com/hotels/dallas/dining/restaurants-on-lamar/texas-spice?utm_source=gmblisting&utm_medium=organic,2,Dallas,TX,https://www.omnihotels.com/hotels/dallas/dining/restaurants-on-lamar/texas-spice?utm_source=gmblisting&utm_medium=organic
Original Market Diner,"4434 Harry Hines Blvd, Dallas, TX 75219, USA",4.5,https://www.originalmarketdiner.com/,2,Dallas,TX,https://www.originalmarketdiner.com/
Rj Mexican Cuisine,"1701 N Market St #102, Dallas, TX 75202, USA",4.8,https://www.rjmexicancuisine.com/,2,Dallas,TX,https://www.rjmexicancuisine.com/
Yardbird Table & Bar,"2121 N Pearl St St 170, Dallas, TX 75201, USA",4.3,https://www.runchickenrun.com/location-page-dallas/,2,Dallas,TX,https://www.runchickenrun.com/location-page-dallas/
Sloane's Corner,"2001 Ross Ave Suite 125, Dallas, TX 75201, USA",4.6,https://www.sloanescorner.com/,2,Dallas,TX,https://www.sloanescorner.com/
Sushiya,"1306 Elm St, Dallas, TX 75202, USA",4.7,https://www.sushiyatx.com/,2,Dallas,TX,https://www.sushiyatx.com/
Terry Black's Barbecue,"3025 Main St, Dallas, TX 75226, USA",4.7,https://www.terryblacksbbq.com/,2,Dallas,TX,https://www.terryblacksbbq.com/
The Capital Grille,"500 Crescent Ct, Dallas, TX 75201, USA",4.6,https://www.thecapitalgrille.com/locations/tx/dallas/dallas-uptown/8012?cmpid=br:tcg_ag:ie_ch:loc_ca:TCGGMB_sn:gmb_gt:dallas-tx-8012_pl:locurl_rd:1009,4,Dallas,TX,https://www.thecapitalgrille.com/locations/tx/dallas/dallas-uptown/8012?cmpid=br:tcg_ag:ie_ch:loc_ca:TCGGMB_sn:gmb_gt:dallas-tx-8012_pl:locurl_rd:1009
The Henry,"2301 N Akard St Suite 250, Dallas, TX 75201, USA",4.4,https://www.thehenryrestaurant.com/locations/the-henry-dallas/?utm_source=Google&utm_medium=Organic&utm_campaign=Maps,2,Dallas,TX,https://www.thehenryrestaurant.com/locations/the-henry-dallas/?utm_source=Google&utm_medium=Organic&utm_campaign=Maps
CBD Provisions,"1530 Main St STE 100, Dallas, TX 75201, USA",4.3,https://www.thejouledallas.com/cbd-provisions,3,Dallas,TX,https://www.thejouledallas.com/cbd-provisions
Sassetta,"1530 Main St STE 100, Dallas, TX 75201, USA",4.4,https://www.thejouledallas.com/sassetta,2,Dallas,TX,https://www.thejouledallas.com/sassetta
The Woolworth,"1520 Elm St #201, Dallas, TX 75201, USA",4.7,https://www.thewoolworthdallas.com/,2,Dallas,TX,https://www.thewoolworthdallas.com/
Trinity Groves,"3011 Gulden Ln, Dallas, TX 75212, USA",4.6,https://www.trinitygroves.com/,2,Dallas,TX,https://www.trinitygroves.com/
Via Triozzi,"1806 Greenville Ave, Dallas, TX 75206, USA",4.5,https://www.viatriozzi.com/,1,Dallas,TX,https://www.viatriozzi.com/
Villa Azur Dallas,"2440 Victory Park Ln, Dallas, TX 75219, USA",3.4,https://www.villaazurdallas.com/,1,Dallas,TX,https://www.villaazurdallas.com/
Wicked Butcher Dallas,"1717 Main St, Dallas, TX 75201, USA",4.5,https://www.wickedbutcher.com/,3,Dallas,TX,https://www.wickedbutcher.com/
Y.O. Ranch Steakhouse,"702 Ross Ave, Dallas, TX 75202, USA",4.6,https://www.yoranchsteakhouse.com/,3,Dallas,TX,https://www.yoranchsteakhouse.com/
Meso Maya Comida y Copas,"1611 McKinney Ave, Dallas, TX 75202, USA",4.5,,2,Dallas,TX,
Good Eats,"420 S Ervay St UNIT 100, Dallas, TX 75201, USA",4.5,,2,Dallas,TX,
Causa/ Amazonia,"920 Blagden Alley NW, Washington, DC 20001, USA",4.5,http://causadc.com/,1,Washington DC,DC,http://causadc.com/
Cranes,"724 9th St NW, Washington, DC 20001, USA",4.6,http://cranes-dc.com/,3,Washington DC,DC,http://cranes-dc.com/
Le Diplomate,"1601 14th St NW, Washington, DC 20009, USA",4.6,http://lediplomatedc.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,3,Washington DC,DC,http://lediplomatedc.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs
Chloe,"1331 4th St SE, Washington, DC 20003, USA",4.6,http://restaurantchloe.com/,3,Washington DC,DC,http://restaurantchloe.com/
The Dabney,"122 Blagden Alley NW, Washington, DC 20001, USA",4.6,http://thedabney.com/,3,Washington DC,DC,http://thedabney.com/
Unconventional Diner,"1207 9th St NW, Washington, DC 20001, USA",4.5,http://unconventionaldiner.com/,2,Washington DC,DC,http://unconventionaldiner.com/
Agora Dc Mediterranean Restaurant,"1527 17th St NW, Washington, DC 20036, USA",4.6,http://www.agorarestaurants.net/,2,Washington DC,DC,http://www.agorarestaurants.net/
ala,"1320 19th St NW, Washington, DC 20036, USA",4.3,http://www.ala-dc.com/,2,Washington DC,DC,http://www.ala-dc.com/
BRESCA,"1906 14th St NW, Washington, DC 20009, USA",4.5,http://www.brescadc.com/,3,Washington DC,DC,http://www.brescadc.com/
Carmine's,"425 7th Street NW at, E St NW, Washington, DC 20004, USA",4.3,http://www.carminesnyc.com/,2,Washington DC,DC,http://www.carminesnyc.com/
Compass Rose,"1346 T St NW, Washington, DC 20009, USA",4.6,http://www.compassrosedc.com/,2,Washington DC,DC,http://www.compassrosedc.com/
Convivial,"801 O St NW, Washington, DC 20001, USA",4.5,http://www.convivialdc.com/,3,Washington DC,DC,http://www.convivialdc.com/
Cuba Libre Restaurant & Rum Bar,"801 9th St NW suite a, Washington, DC 20001, USA",4.2,http://www.cubalibrerestaurant.com/en/washington/,2,Washington DC,DC,http://www.cubalibrerestaurant.com/en/washington/
dLeña by Chef Richard Sandoval,"476 K St NW Suite D, Washington, DC 20001, USA",4.7,http://www.dlenadc.com/,4,Washington DC,DC,http://www.dlenadc.com/
Fiola,"entrance on Indiana Ave, 601 Pennsylvania Avenue NW, Washington, DC 20004, USA",4.6,http://www.fioladc.com/,4,Washington DC,DC,http://www.fioladc.com/
Fiola Mare,"3100 K St NW, Washington, DC 20007, USA",4.5,http://www.fiolamaredc.com/,4,Washington DC,DC,http://www.fiolamaredc.com/
Jaleo by José Andrés,"480 7th St NW, Washington, DC 20004, USA",4.4,http://www.jaleo.com/dc,3,Washington DC,DC,http://www.jaleo.com/dc
Kinship,"1015 7th St NW, Washington, DC 20001, USA",4.6,http://www.kinshipdc.com/,4,Washington DC,DC,http://www.kinshipdc.com/
minibar by José Andrés,"855 E St NW, Washington, DC 20004, USA",4.8,http://www.minibarbyjoseandres.com/,4,Washington DC,DC,http://www.minibarbyjoseandres.com/
Nina May,"1337 11th St NW, Washington, DC 20001, USA",4.7,http://www.ninamaydc.com/,1,Washington DC,DC,http://www.ninamaydc.com/
Ris,"2275 L St NW, Washington, DC 20037, USA",4.5,http://www.risdc.com/,3,Washington DC,DC,http://www.risdc.com/
Sfoglina Downtown,"1099 New York Ave NW, Washington, DC 20001, USA",4.4,http://www.sfoglinapasta.com/downtown,3,Washington DC,DC,http://www.sfoglinapasta.com/downtown
SUCCOTASH,"915 F St NW, Washington, DC 20004, USA",4.4,http://www.succotashrestaurant.com/,2,Washington DC,DC,http://www.succotashrestaurant.com/
Tail Up Goat,"1827 Adams Mill Rd NW, Washington, DC 20009, USA",4.6,http://www.tailupgoat.com/,3,Washington DC,DC,http://www.tailupgoat.com/
The Bazaar by José Andrés,"1100 Pennsylvania Avenue NW, Washington, DC 20004, USA",4.3,http://www.thebazaar.com/,4,Washington DC,DC,http://www.thebazaar.com/
Thip Khao Restaurant,"3462 14th St NW, Washington, DC 20010, USA",4.6,http://www.thipkhao.com/,2,Washington DC,DC,http://www.thipkhao.com/
Zaytinya by José Andrés,"701 9th St NW, Washington, DC 20001, USA",4.5,http://www.zaytinya.com/,3,Washington DC,DC,http://www.zaytinya.com/
"AMBAR Restaurant, Capitol hill","523 8th St SE, Washington, DC 20003, USA",4.7,https://ambarrestaurant.com/capitol-hill-dc,2,Washington DC,DC,https://ambarrestaurant.com/capitol-hill-dc
Dirty Habit,"555 8th St NW, Washington, DC 20004, USA",4.1,https://dirtyhabitdc.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=gbreferral,3,Washington DC,DC,https://dirtyhabitdc.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=gbreferral
Mazi DC - New American Cuisine,"1518 K St NW, Washington, DC 20005, USA",4.6,https://mazidc.com/,2,Washington DC,DC,https://mazidc.com/
Pisco y Nazca Ceviche Gastrobar,"1823 L St NW, Washington, DC 20036, USA",4.9,https://piscoynazca.com/washington-dc,2,Washington DC,DC,https://piscoynazca.com/washington-dc
St. Anselm,"1250 5th St NE, Washington, DC 20002, USA",4.6,https://stanselmdc.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,3,Washington DC,DC,https://stanselmdc.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs
The Pembroke,"1500 New Hampshire Ave NW, Washington, DC 20036, USA",4.6,https://thepembrokedc.com/?utm_source=google&utm_medium=local&utm_campaign=restaurant-thepembroke,2,Washington DC,DC,https://thepembrokedc.com/?utm_source=google&utm_medium=local&utm_campaign=restaurant-thepembroke
The Red Hen,"1822 First St NW, Washington, DC 20001, USA",4.5,https://theredhendc.com/,2,Washington DC,DC,https://theredhendc.com/
1789 Restaurant & Bar,"1226 36th St NW, Washington, DC 20007, USA",4.5,https://www.1789restaurant.com/,4,Washington DC,DC,https://www.1789restaurant.com/
Blue Duck Tavern,"1201 24th St NW, Washington, DC 20037, USA",4.5,https://www.blueducktavern.com/,3,Washington DC,DC,https://www.blueducktavern.com/
La Grande Boucherie DC,"699 14th St NW, Washington, DC 20005, USA",4.6,https://www.boucherieus.com/,1,Washington DC,DC,https://www.boucherieus.com/
Old Ebbitt Grill,"675 15th St NW, Washington, DC 20005, USA",4.6,https://www.ebbitt.com/,2,Washington DC,DC,https://www.ebbitt.com/
Equinox Restaurant,"900 19th St NW, Washington, DC 20006, USA",4.5,https://www.equinoxrestaurant.com/,3,Washington DC,DC,https://www.equinoxrestaurant.com/
Georgia Brown's,"950 15th St NW, Washington, DC 20005, USA",4.4,https://www.gbrowns.com/,2,Washington DC,DC,https://www.gbrowns.com/
Grazie Nonna,"1100 15th St NW, Washington, DC 20005, USA",4.2,https://www.grazienonnaxoxo.com/,1,Washington DC,DC,https://www.grazienonnaxoxo.com/
Iron Gate Restaurant,"1734 N St NW, Washington, DC 20036, USA",4.5,https://www.irongaterestaurantdc.com/,3,Washington DC,DC,https://www.irongaterestaurantdc.com/
"Joe's Seafood, Prime Steak & Stone Crab","750 15th St NW, Washington, DC 20005, USA",4.6,https://www.joes.net/dc/,3,Washington DC,DC,https://www.joes.net/dc/
La Bise,"800 Connecticut Ave NW Suite 600, Washington, DC 20006, USA",4.6,https://www.labisedc.com/,1,Washington DC,DC,https://www.labisedc.com/
Logan Tavern,"1423 P St NW, Washington, DC 20005, USA",4.3,https://www.logantavern.com/,2,Washington DC,DC,https://www.logantavern.com/
Maydan,"1346 Florida Ave NW, Washington, DC 20009, USA",4.6,https://www.maydandc.com/,3,Washington DC,DC,https://www.maydandc.com/
Ocean Prime,"1341 G St NW, Washington, DC 20005, USA",4.6,https://www.ocean-prime.com/locations-menus/washington-dc,3,Washington DC,DC,https://www.ocean-prime.com/locations-menus/washington-dc
Oyamel Cocina Mexicana,"401 7th St NW, Washington, DC 20004, USA",4.4,https://www.oyamel.com/,2,Washington DC,DC,https://www.oyamel.com/
Café Riggs,"900 F St NW, Washington, DC 20004, USA",4.5,https://www.riggsdc.com/bars-restaurants/cafe-riggs?utm_source=google&utm_medium=local&utm_campaign=restaurant-celia,1,Washington DC,DC,https://www.riggsdc.com/bars-restaurants/cafe-riggs?utm_source=google&utm_medium=local&utm_campaign=restaurant-celia
Rooster & Owl,"2436 14th St NW, Washington, DC 20009, USA",4.7,https://www.roosterowl.com/,1,Washington DC,DC,https://www.roosterowl.com/
Rose's Luxury,"717 8th St SE, Washington, DC 20003, USA",4.7,https://www.rosesluxury.com/,3,Washington DC,DC,https://www.rosesluxury.com/
Imperfecto,"1124 23rd St NW, Washington, DC 20037, USA",4.6,https://www.sevenreasonsgroup.com/imperfecto,4,Washington DC,DC,https://www.sevenreasonsgroup.com/imperfecto
Seven Reasons,"931 H St NW, Washington, DC 20001, USA",4.7,https://www.sevenreasonsgroup.com/seven-reasons,1,Washington DC,DC,https://www.sevenreasonsgroup.com/seven-reasons
Supra,"1205 11th St NW, Washington, DC 20001, USA",4.5,https://www.supradc.com/,3,Washington DC,DC,https://www.supradc.com/
Ted's Bulletin,"1818 14th St NW, Washington, DC 20009, USA",4.5,https://www.tedsbulletin.com/location/14th-street/,2,Washington DC,DC,https://www.tedsbulletin.com/location/14th-street/
The Capital Grille,"601 Pennsylvania Avenue NW, Washington, DC 20004, USA",4.6,https://www.thecapitalgrille.com/locations/dc/washington/washington-dc/8003?cmpid=br:tcg_ag:ie_ch:loc_ca:TCGGMB_sn:gmb_gt:washington-dc-8003_pl:locurl_rd:1001,4,Washington DC,DC,https://www.thecapitalgrille.com/locations/dc/washington/washington-dc/8003?cmpid=br:tcg_ag:ie_ch:loc_ca:TCGGMB_sn:gmb_gt:washington-dc-8003_pl:locurl_rd:1001
The Hamilton,"600 14th St NW, Washington, DC 20005, USA",4.5,https://www.thehamiltondc.com/,2,Washington DC,DC,https://www.thehamiltondc.com/
"The Palm - Washington, D.C.","1225 19th St NW, Washington, DC 20036, USA",4.4,https://www.thepalm.com/restaurants/washington-dc/,4,Washington DC,DC,https://www.thepalm.com/restaurants/washington-dc/
Founding Farmers DC,"1924 Pennsylvania Avenue NW, Washington, DC 20006, USA",4.4,https://www.wearefoundingfarmers.com/location/dc/,2,Washington DC,DC,https://www.wearefoundingfarmers.com/location/dc/
Founding Farmers & Distillers,"600 Massachusetts Ave NW, Washington, DC 20001, USA",4.3,https://www.wearefoundingfarmers.com/location/founding-farmers-distillers/,2,Washington DC,DC,https://www.wearefoundingfarmers.com/location/founding-farmers-distillers/
Adriatico Trattoria Italiana,"2417 Edgewater Dr, Orlando, FL 32804, USA",4.8,http://adriatico-trattoria.com/,2,Orlando,FL,http://adriatico-trattoria.com/
Cucina Pizza & Bar,"54 W Church St #151, Orlando, FL 32801, USA",4.6,http://cucinapizzabar.com/,2,Orlando,FL,http://cucinapizzabar.com/
Delaney's Tavern,"1315 S Orange Ave, Orlando, FL 32806, USA",4.6,http://eatdt.com/,4,Orlando,FL,http://eatdt.com/
Foreigner Restaurant,"2816 Corrine Dr, Orlando, FL 32803, USA",4.9,http://foreignerrestaurant.com/,1,Orlando,FL,http://foreignerrestaurant.com/
JJ's Fresh from Scratch (Restaurant and Catering Kitchen),"2950 Curry Ford Rd, Orlando, FL 32806, USA",4.8,http://jjsfresh.com/,1,Orlando,FL,http://jjsfresh.com/
Kadence,"1809 Winter Park Rd, Orlando, FL 32803, USA",4.8,http://kadenceorlando.com/,4,Orlando,FL,http://kadenceorlando.com/
Otto’s High Dive,"2304 E Robinson St, Orlando, FL 32803, USA",4.5,http://ottoshd.com/,1,Orlando,FL,http://ottoshd.com/
PAPA LLAMA,"2840 Curry Ford Rd, Orlando, FL 32806, USA",4.6,http://papallamaorl.com/,1,Orlando,FL,http://papallamaorl.com/
RusTeak Thornton Park,"101 S Eola Dr Suite 103, Orlando, FL 32801, USA",4.5,http://rusteakthorntonpark.com/,2,Orlando,FL,http://rusteakthorntonpark.com/
The Strand,"807 N Mills Ave, Orlando, FL 32803, USA",4.6,http://strandorlando.com/,2,Orlando,FL,http://strandorlando.com/
TaKo Cheena,"948 N Mills Ave, Orlando, FL 32803, USA",4.5,http://takocheena407.com/,1,Orlando,FL,http://takocheena407.com/
Gnarly Barley,"1407 N Orange Ave, Orlando, FL 32804, USA",4.7,http://thegnarlybarley.com/,1,Orlando,FL,http://thegnarlybarley.com/
The Pinery,"295 NE Ivanhoe Blvd Suite A, Orlando, FL 32804, USA",4.5,http://thepineryorlando.com/,1,Orlando,FL,http://thepineryorlando.com/
Bites & Bubbles,"1618 N Mills Ave, Orlando, FL 32803, USA",4.4,http://www.bitesbubbles.com/,2,Orlando,FL,http://www.bitesbubbles.com/
Black Bean Deli Orlando,"1835 E Colonial Dr, Orlando, FL 32803, USA",4.6,http://www.blackbeandeli.com/,1,Orlando,FL,http://www.blackbeandeli.com/
Black Rooster Taqueria,"1323 N Mills Ave, Orlando, FL 32803, USA",4.6,http://www.blackroostertaqueria.com/,2,Orlando,FL,http://www.blackroostertaqueria.com/
Charley's Steak House,"8255 International Dr #100, Orlando, FL 32819, USA",4.5,http://www.charleyssteakhouse.com/,4,Orlando,FL,http://www.charleyssteakhouse.com/
Chatham's Place Restaurant,"7575 Dr Phillips Blvd, Orlando, FL 32819, USA",4.8,http://www.chathamsplace.com/,4,Orlando,FL,http://www.chathamsplace.com/
Ember,"42 W Central Blvd, Orlando, FL 32801, USA",4.1,http://www.emberorlando.com/,2,Orlando,FL,http://www.emberorlando.com/
King Cajun Crawfish,"924 N Mills Ave, Orlando, FL 32803, USA",4.5,http://www.kingcajuncrawfish.com/,2,Orlando,FL,http://www.kingcajuncrawfish.com/
Kres Chophouse,"17 W Church St, Orlando, FL 32801, USA",4.7,http://www.kresrestaurant.com/,3,Orlando,FL,http://www.kresrestaurant.com/
Orlando Milkhouse,"201 N Bumby Ave, Orlando, FL 32803, USA",4.3,http://www.milkhousesocial.com/,2,Orlando,FL,http://www.milkhousesocial.com/
Nikki's Place,"742 Carter St, Orlando, FL 32805, USA",4.1,http://www.nikkisplace.net/,1,Orlando,FL,http://www.nikkisplace.net/
Reyes Mezcaleria,"821 N Orange Ave, Orlando, FL 32801, USA",4.5,http://www.reyesmex.com/,2,Orlando,FL,http://www.reyesmex.com/
Russell's on Lake Ivanhoe,"1414 N Orange Ave, Orlando, FL 32804, USA",4.3,http://www.russellsorlando.com/,1,Orlando,FL,http://www.russellsorlando.com/
Santiago's Bodega,"802 Virginia Dr, Orlando, FL 32803, USA",4.6,http://www.santiagosbodega.com/,2,Orlando,FL,http://www.santiagosbodega.com/
Se7enBites,"617 S Primrose Dr, Orlando, FL 32803, USA",4.6,http://www.se7enbites.com/,2,Orlando,FL,http://www.se7enbites.com/
Shin Jung Korean Restaurant Orlando,"1638 E Colonial Dr, Orlando, FL 32803, USA",4.5,http://www.shinjungkoreanbbq.com/,2,Orlando,FL,http://www.shinjungkoreanbbq.com/
Sticky Rice,"1915 E Colonial Dr, Orlando, FL 32803, USA",4.5,http://www.stickywithit.com/,1,Orlando,FL,http://www.stickywithit.com/
Super Rico Colombian Restaurant & Bar,"57 W Central Blvd, Orlando, FL 32801, USA",4.6,http://www.superricocolombia.com/,1,Orlando,FL,http://www.superricocolombia.com/
Thai House of Orlando Restaurant,"2117 E Colonial Dr, Orlando, FL 32803, USA",4.6,http://www.thaihouseoforlando.net/index.html,2,Orlando,FL,http://www.thaihouseoforlando.net/index.html
The Boheme,"Grand Bohemian Hotel Orlando, 325 S Orange Ave, Orlando, FL 32801, USA",4.4,http://www.theboheme.com//?utm_medium=organic&utm_source=google&utm_campaign=business-listing,3,Orlando,FL,http://www.theboheme.com//?utm_medium=organic&utm_source=google&utm_campaign=business-listing
The Monroe,"448 N Terry Ave, Orlando, FL 32801, USA",4.4,http://www.themonroeorlando.com/,1,Orlando,FL,http://www.themonroeorlando.com/
Zaru,"1114 E Colonial Dr, Orlando, FL 32803, USA",4.5,http://zarufl.com/,1,Orlando,FL,http://zarufl.com/
Thrive Cocktail Lounge & Eatery,"13 S Orange Ave, Orlando, FL 32801, USA",4.6,https://eatdrinkthriveorl.com/,2,Orlando,FL,https://eatdrinkthriveorl.com/
Hawkers Asian Street Food,"1103 N Mills Ave, Orlando, FL 32803, USA",4.6,https://eathawkers.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ,2,Orlando,FL,https://eathawkers.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ
Firebirds Wood Fired Grill,"1562 N Mills Ave, Orlando, FL 32803, USA",4.3,https://firebirdsrestaurants.com/orlando,2,Orlando,FL,https://firebirdsrestaurants.com/orlando
Smokey Bones Orlando,"3400 E Colonial Dr, Orlando, FL 32803, USA",4.2,https://locations.smokeybones.com/fl/orlando/3400-e-colonial-dr/,2,Orlando,FL,https://locations.smokeybones.com/fl/orlando/3400-e-colonial-dr/
Maxine's On Shine,"337 Shine Ave, Orlando, FL 32803, USA",4.6,https://maxinesonshine.com/,2,Orlando,FL,https://maxinesonshine.com/
Miller's Ale House,"2600 E Colonial Dr, Orlando, FL 32803, USA",4.3,https://millersalehouse.com/locations/orlando-east-colonial/?utm_source=gmb&utm_medium=organic,2,Orlando,FL,https://millersalehouse.com/locations/orlando-east-colonial/?utm_source=gmb&utm_medium=organic
Soco Thornton Park,"629 E Central Blvd, Orlando, FL 32801, USA",4.5,https://socothorntonpark.com/,3,Orlando,FL,https://socothorntonpark.com/
The Tavern Bar & Tacos,"75 E Colonial Dr, Orlando, FL 32801, USA",4.8,https://thetavernorlando.com/?utm_source=omg-gbp&utm_medium=webclick,1,Orlando,FL,https://thetavernorlando.com/?utm_source=omg-gbp&utm_medium=webclick
Better Than Sex - A Dessert Restaurant,"1905 N Orange Ave, Orlando, FL 32804, USA",4.8,https://www.betterthansexdesserts.com/,2,Orlando,FL,https://www.betterthansexdesserts.com/
Café Tu Tu Tango,"8625 International Dr, Orlando, FL 32819, USA",4.6,https://www.cafetututango.com/,2,Orlando,FL,https://www.cafetututango.com/
Christner's Prime Steak & Lobster,"729 Lee Rd, Orlando, FL 32810, USA",4.7,https://www.christnersprimesteakandlobster.com/,4,Orlando,FL,https://www.christnersprimesteakandlobster.com/
